DDInterID_A,Drug_A,DDInterID_B,Drug_B,Level
DDInter90,Amprenavir,DDInter1,Abacavir,Minor
DDInter1,Abacavir,DDInter126,Asparaginase Erwinia chrysanthemi,Moderate
DDInter127,Asparaginase Escherichia coli,DDInter1,Abacavir,Moderate
DDInter1,Abacavir,DDInter170,Bedaquiline,Moderate
DDInter1,Abacavir,DDInter228,Brentuximab vedotin,Moderate
DDInter1,Abacavir,DDInter262,Cabozantinib,Moderate
DDInter1,Abacavir,DDInter264,Calaspargase pegol,Moderate
DDInter1,Abacavir,DDInter284,Cannabidiol,Moderate
DDInter1,Abacavir,DDInter349,Chloral hydrate,Minor
DDInter363,Chlorpromazine,DDInter1,Abacavir,Minor
DDInter366,Chlorzoxazone,DDInter1,Abacavir,Minor
DDInter392,Cladribine,DDInter1,Abacavir,Moderate
DDInter405,Clofarabine,DDInter1,Abacavir,Moderate
DDInter1,Abacavir,DDInter424,Cobicistat,Moderate
DDInter576,Disulfiram,DDInter1,Abacavir,Minor
DDInter624,Efavirenz,DDInter1,Abacavir,Moderate
DDInter655,Epirubicin,DDInter1,Abacavir,Moderate
DDInter690,Ethanol,DDInter1,Abacavir,Minor
DDInter1,Abacavir,DDInter905,Idelalisib,Moderate
DDInter947,Interferon beta-1a,DDInter1,Abacavir,Moderate
DDInter948,Interferon beta-1b,DDInter1,Abacavir,Moderate
DDInter986,Isoniazid,DDInter1,Abacavir,Minor
DDInter1,Abacavir,DDInter1033,Leflunomide,Major
DDInter1,Abacavir,DDInter1085,Lomitapide,Major
DDInter1166,Methadone,DDInter1,Abacavir,Moderate
DDInter1174,Methotrexate,DDInter1,Abacavir,Moderate
DDInter1,Abacavir,DDInter1228,Mipomersen,Major
DDInter1263,Naltrexone,DDInter1,Abacavir,Moderate
DDInter1,Abacavir,DDInter1348,Orlistat,Moderate
DDInter1404,Pegaspargase,DDInter1,Abacavir,Moderate
DDInter1,Abacavir,DDInter1409,Peginterferon beta-1a,Moderate
DDInter1,Abacavir,DDInter1435,Pexidartinib,Major
DDInter1,Abacavir,DDInter1578,Remdesivir,Moderate
DDInter1587,Ribavirin,DDInter1,Abacavir,Moderate
DDInter1,Abacavir,DDInter1771,Teriflunomide,Major
DDInter1814,Tioguanine,DDInter1,Abacavir,Moderate
DDInter1817,Tipranavir,DDInter1,Abacavir,Moderate
DDInter1,Abacavir,DDInter1840,Trabectedin,Moderate
DDInter58,Aluminum hydroxide,DDInter582,Dolutegravir,Major
DDInter71,Aminoglutethimide,DDInter582,Dolutegravir,Minor
DDInter76,Amiodarone,DDInter582,Dolutegravir,Minor
DDInter81,Amobarbital,DDInter582,Dolutegravir,Minor
DDInter582,Dolutegravir,DDInter107,Apalutamide,Major
DDInter112,Aprepitant,DDInter582,Dolutegravir,Minor
DDInter119,Armodafinil,DDInter582,Dolutegravir,Minor
DDInter1019,Lamivudine,DDInter126,Asparaginase Erwinia chrysanthemi,Moderate
DDInter127,Asparaginase Escherichia coli,DDInter1019,Lamivudine,Moderate
DDInter129,Atazanavir,DDInter582,Dolutegravir,Moderate
DDInter138,Attapulgite,DDInter582,Dolutegravir,Major
DDInter1019,Lamivudine,DDInter170,Bedaquiline,Moderate
DDInter202,Bexarotene,DDInter1019,Lamivudine,Major
DDInter221,Boceprevir,DDInter582,Dolutegravir,Minor
DDInter223,Bosentan,DDInter582,Dolutegravir,Minor
DDInter1019,Lamivudine,DDInter228,Brentuximab vedotin,Moderate
DDInter256,Butabarbital,DDInter582,Dolutegravir,Minor
DDInter257,Butalbital,DDInter582,Dolutegravir,Minor
DDInter1019,Lamivudine,DDInter262,Cabozantinib,Moderate
DDInter1019,Lamivudine,DDInter264,Calaspargase pegol,Moderate
DDInter270,Calcium acetate,DDInter582,Dolutegravir,Major
DDInter271,Calcium carbonate,DDInter582,Dolutegravir,Major
DDInter582,Dolutegravir,DDInter273,Calcium citrate,Major
DDInter582,Dolutegravir,DDInter274,Calcium glubionate anhydrous,Major
DDInter582,Dolutegravir,DDInter276,Calcium gluconate,Major
DDInter582,Dolutegravir,DDInter277,Calcium glycerophosphate,Major
DDInter582,Dolutegravir,DDInter278,Calcium lactate,Major
DDInter582,Dolutegravir,DDInter279,Calcium Phosphate,Major
DDInter1019,Lamivudine,DDInter284,Cannabidiol,Moderate
DDInter293,Carbamazepine,DDInter582,Dolutegravir,Major
DDInter975,Iron,DDInter582,Dolutegravir,Major
DDInter338,Cenobamate,DDInter582,Dolutegravir,Minor
DDInter351,Chloramphenicol,DDInter582,Dolutegravir,Minor
DDInter380,Cimetidine,DDInter582,Dolutegravir,Minor
DDInter384,Ciprofloxacin,DDInter582,Dolutegravir,Minor
DDInter392,Cladribine,DDInter1019,Lamivudine,Moderate
DDInter393,Clarithromycin,DDInter582,Dolutegravir,Minor
DDInter405,Clofarabine,DDInter1019,Lamivudine,Moderate
DDInter416,Clotrimazole,DDInter582,Dolutegravir,Minor
DDInter1019,Lamivudine,DDInter424,Cobicistat,Moderate
DDInter438,Conivaptan,DDInter582,Dolutegravir,Minor
DDInter448,Crizotinib,DDInter582,Dolutegravir,Minor
DDInter458,Cyclosporine,DDInter582,Dolutegravir,Minor
DDInter468,Dalfampridine,DDInter582,Dolutegravir,Moderate
DDInter472,Danazol,DDInter582,Dolutegravir,Minor
DDInter482,Darunavir,DDInter582,Dolutegravir,Minor
DDInter484,Dasatinib,DDInter582,Dolutegravir,Minor
DDInter488,Deferasirox,DDInter582,Dolutegravir,Minor
DDInter496,Delavirdine,DDInter582,Dolutegravir,Minor
DDInter513,Dexamethasone,DDInter582,Dolutegravir,Minor
DDInter544,Didanosine,DDInter582,Dolutegravir,Major
DDInter561,Diltiazem,DDInter582,Dolutegravir,Minor
DDInter580,Dofetilide,DDInter582,Dolutegravir,Major
DDInter602,Dronedarone,DDInter582,Dolutegravir,Minor
DDInter624,Efavirenz,DDInter582,Dolutegravir,Major
DDInter582,Dolutegravir,DDInter625,Elagolix,Minor
DDInter1019,Lamivudine,DDInter637,Emtricitabine,Major
DDInter649,Enzalutamide,DDInter582,Dolutegravir,Minor
DDInter655,Epirubicin,DDInter1019,Lamivudine,Moderate
DDInter670,Erythromycin,DDInter582,Dolutegravir,Minor
DDInter703,Etravirine,DDInter582,Dolutegravir,Major
DDInter715,Felbamate,DDInter582,Dolutegravir,Minor
DDInter582,Dolutegravir,DDInter1785,Tetraferric tricitrate decahydrate,Major
DDInter582,Dolutegravir,DDInter725,Ferrous fumarate,Major
DDInter582,Dolutegravir,DDInter726,Ferrous gluconate,Major
DDInter582,Dolutegravir,DDInter727,Ferrous sulfate anhydrous,Major
DDInter743,Fluconazole,DDInter582,Dolutegravir,Minor
DDInter770,Fluvoxamine,DDInter582,Dolutegravir,Minor
DDInter777,Fosamprenavir,DDInter582,Dolutegravir,Major
DDInter778,Fosaprepitant,DDInter582,Dolutegravir,Minor
DDInter783,Fosphenytoin,DDInter582,Dolutegravir,Major
DDInter582,Dolutegravir,DDInter836,Goldenseal,Minor
DDInter842,Grepafloxacin,DDInter582,Dolutegravir,Minor
DDInter843,Griseofulvin,DDInter582,Dolutegravir,Minor
DDInter847,Guanfacine,DDInter582,Dolutegravir,Moderate
DDInter1019,Lamivudine,DDInter905,Idelalisib,Moderate
DDInter909,Imatinib,DDInter582,Dolutegravir,Minor
DDInter917,Indinavir,DDInter582,Dolutegravir,Minor
DDInter947,Interferon beta-1a,DDInter1019,Lamivudine,Moderate
DDInter948,Interferon beta-1b,DDInter1019,Lamivudine,Moderate
DDInter582,Dolutegravir,DDInter977,Iron protein succinylate,Major
DDInter995,Itraconazole,DDInter582,Dolutegravir,Minor
DDInter997,Ivacaftor,DDInter582,Dolutegravir,Minor
DDInter582,Dolutegravir,DDInter1000,Ivosidenib,Minor
DDInter1005,Kaolin,DDInter582,Dolutegravir,Major
DDInter1008,Ketoconazole,DDInter582,Dolutegravir,Minor
DDInter1019,Lamivudine,DDInter1016,Lactitol,Moderate
DDInter1019,Lamivudine,DDInter1033,Leflunomide,Major
DDInter1019,Lamivudine,DDInter1085,Lomitapide,Major
DDInter582,Dolutegravir,DDInter1094,Lorlatinib,Minor
DDInter582,Dolutegravir,DDInter1112,Magaldrate,Major
DDInter582,Dolutegravir,DDInter1113,Magnesium carbonate,Major
DDInter582,Dolutegravir,DDInter1114,Magnesium chloride,Major
DDInter582,Dolutegravir,DDInter1115,Magnesium citrate,Major
DDInter582,Dolutegravir,DDInter1116,Magnesium gluconate,Major
DDInter582,Dolutegravir,DDInter1117,Magnesium glycinate,Major
DDInter582,Dolutegravir,DDInter1118,Magnesium hydroxide,Major
DDInter1119,Magnesium oxide,DDInter582,Dolutegravir,Major
DDInter1120,Magnesium sulfate,DDInter582,Dolutegravir,Major
DDInter1019,Lamivudine,DDInter1123,Mannitol,Moderate
DDInter1190,Methylphenobarbital,DDInter582,Dolutegravir,Minor
DDInter1164,Metformin,DDInter582,Dolutegravir,Moderate
DDInter1174,Methotrexate,DDInter1019,Lamivudine,Moderate
DDInter1209,Miconazole,DDInter582,Dolutegravir,Minor
DDInter1215,Mifepristone,DDInter582,Dolutegravir,Minor
DDInter1019,Lamivudine,DDInter1228,Mipomersen,Major
DDInter1236,Modafinil,DDInter582,Dolutegravir,Minor
DDInter1256,Nafcillin,DDInter582,Dolutegravir,Minor
DDInter1263,Naltrexone,DDInter1019,Lamivudine,Moderate
DDInter1274,Nefazodone,DDInter582,Dolutegravir,Minor
DDInter1276,Nelfinavir,DDInter582,Dolutegravir,Minor
DDInter1285,Nevirapine,DDInter582,Dolutegravir,Major
DDInter1291,Nifedipine,DDInter582,Dolutegravir,Minor
DDInter1293,Nilotinib,DDInter582,Dolutegravir,Minor
DDInter1019,Lamivudine,DDInter1348,Orlistat,Moderate
DDInter1360,Oxcarbazepine,DDInter582,Dolutegravir,Major
DDInter1404,Pegaspargase,DDInter1019,Lamivudine,Moderate
DDInter1019,Lamivudine,DDInter1409,Peginterferon beta-1a,Moderate
DDInter1423,Pentobarbital,DDInter582,Dolutegravir,Minor
DDInter1019,Lamivudine,DDInter1435,Pexidartinib,Major
DDInter1442,Phenobarbital,DDInter582,Dolutegravir,Major
DDInter1451,Phenylbutazone,DDInter582,Dolutegravir,Minor
DDInter1460,Phenytoin,DDInter582,Dolutegravir,Major
DDInter1494,Posaconazole,DDInter582,Dolutegravir,Minor
DDInter1521,Primidone,DDInter582,Dolutegravir,Major
DDInter1570,Ranolazine,DDInter582,Dolutegravir,Minor
DDInter1576,Regorafenib,DDInter582,Dolutegravir,Minor
DDInter1019,Lamivudine,DDInter1578,Remdesivir,Moderate
DDInter1589,Rifabutin,DDInter582,Dolutegravir,Minor
DDInter1590,Rifampicin,DDInter582,Dolutegravir,Major
DDInter1592,Rifapentine,DDInter582,Dolutegravir,Minor
DDInter1607,Ritonavir,DDInter582,Dolutegravir,Minor
DDInter1627,Rufinamide,DDInter582,Dolutegravir,Minor
DDInter1640,Saquinavir,DDInter582,Dolutegravir,Minor
DDInter1650,Secobarbital,DDInter582,Dolutegravir,Minor
DDInter1683,Sodium bicarbonate,DDInter582,Dolutegravir,Major
DDInter582,Dolutegravir,DDInter1698,Somapacitan,Minor
DDInter582,Dolutegravir,DDInter1700,Somatrem,Minor
DDInter1699,Somatotropin,DDInter582,Dolutegravir,Minor
DDInter1702,Sorafenib,DDInter582,Dolutegravir,Minor
DDInter1019,Lamivudine,DDInter1703,Sorbitol,Moderate
DDInter1708,St. John's Wort,DDInter582,Dolutegravir,Major
DDInter582,Dolutegravir,DDInter1711,Stiripentol,Minor
DDInter1717,Sucralfate,DDInter582,Dolutegravir,Major
DDInter1726,Sulfinpyrazone,DDInter582,Dolutegravir,Minor
DDInter1019,Lamivudine,DDInter1737,Tafamidis,Moderate
DDInter1755,Telaprevir,DDInter582,Dolutegravir,Minor
DDInter1758,Telithromycin,DDInter582,Dolutegravir,Minor
DDInter1019,Lamivudine,DDInter1771,Teriflunomide,Major
DDInter1814,Tioguanine,DDInter1019,Lamivudine,Moderate
DDInter1802,Ticagrelor,DDInter582,Dolutegravir,Minor
DDInter1817,Tipranavir,DDInter582,Dolutegravir,Major
DDInter1019,Lamivudine,DDInter1840,Trabectedin,Moderate
DDInter1874,Trimethoprim,DDInter1019,Lamivudine,Minor
DDInter1881,Troglitazone,DDInter582,Dolutegravir,Minor
DDInter582,Dolutegravir,DDInter1882,Troleandomycin,Minor
DDInter1919,Varenicline,DDInter582,Dolutegravir,Moderate
DDInter1925,Vemurafenib,DDInter582,Dolutegravir,Minor
DDInter1928,Verapamil,DDInter582,Dolutegravir,Minor
DDInter1946,Voriconazole,DDInter582,Dolutegravir,Minor
DDInter1019,Lamivudine,DDInter1956,Zalcitabine,Major
DDInter624,Efavirenz,DDInter1019,Lamivudine,Moderate
DDInter1019,Lamivudine,DDInter1587,Ribavirin,Moderate
DDInter1961,Zidovudine,DDInter7,Abemaciclib,Moderate
DDInter1961,Zidovudine,DDInter9,Acalabrutinib,Moderate
DDInter14,Acetaminophen,DDInter1961,Zidovudine,Minor
DDInter1961,Zidovudine,DDInter25,Acyclovir,Minor
DDInter27,Adalimumab,DDInter1961,Zidovudine,Major
DDInter38,Aldesleukin,DDInter1961,Zidovudine,Moderate
DDInter40,Alefacept,DDInter1961,Zidovudine,Moderate
DDInter41,Alemtuzumab,DDInter1961,Zidovudine,Moderate
DDInter54,Alprazolam,DDInter1961,Zidovudine,Minor
DDInter57,Altretamine,DDInter1961,Zidovudine,Moderate
DDInter1961,Zidovudine,DDInter85,Amphotericin B,Moderate
DDInter1961,Zidovudine,DDInter86,Amphotericin B (cholesteryl sulfate),Moderate
DDInter1961,Zidovudine,DDInter87,Amphotericin B (lipid complex),Moderate
DDInter94,Anakinra,DDInter1961,Zidovudine,Moderate
DDInter1961,Zidovudine,DDInter107,Apalutamide,Moderate
DDInter127,Asparaginase Escherichia coli,DDInter1961,Zidovudine,Moderate
DDInter1961,Zidovudine,DDInter133,Atorvastatin,Moderate
DDInter1961,Zidovudine,DDInter134,Atovaquone,Minor
DDInter1961,Zidovudine,DDInter142,Avapritinib,Moderate
DDInter1961,Zidovudine,DDInter146,Axicabtagene ciloleucel,Moderate
DDInter1961,Zidovudine,DDInter148,Azacitidine,Moderate
DDInter1961,Zidovudine,DDInter150,Azathioprine,Moderate
DDInter1961,Zidovudine,DDInter165,Baricitinib,Major
DDInter1961,Zidovudine,DDInter170,Bedaquiline,Moderate
DDInter1961,Zidovudine,DDInter171,Belantamab mafodotin,Moderate
DDInter1961,Zidovudine,DDInter174,Belinostat,Moderate
DDInter1961,Zidovudine,DDInter178,Bendamustine,Moderate
DDInter195,Betamethasone,DDInter1961,Zidovudine,Moderate
DDInter202,Bexarotene,DDInter1961,Zidovudine,Major
DDInter219,Bleomycin,DDInter1961,Zidovudine,Moderate
DDInter1961,Zidovudine,DDInter220,Blinatumomab,Moderate
DDInter222,Bortezomib,DDInter1961,Zidovudine,Moderate
DDInter1961,Zidovudine,DDInter224,Bosutinib,Moderate
DDInter1961,Zidovudine,DDInter232,Brexucabtagene autoleucel,Moderate
DDInter1961,Zidovudine,DDInter246,Budesonide,Moderate
DDInter1961,Zidovudine,DDInter255,Busulfan,Moderate
DDInter1961,Zidovudine,DDInter259,Cabazitaxel,Moderate
DDInter1961,Zidovudine,DDInter264,Calaspargase pegol,Moderate
DDInter1961,Zidovudine,DDInter281,Canakinumab,Moderate
DDInter1961,Zidovudine,DDInter284,Cannabidiol,Moderate
DDInter1961,Zidovudine,DDInter285,Capecitabine,Moderate
DDInter1961,Zidovudine,DDInter298,Carboplatin,Moderate
DDInter1961,Zidovudine,DDInter299,Carfilzomib,Moderate
DDInter302,Carmustine,DDInter1961,Zidovudine,Moderate
DDInter341,Cerivastatin,DDInter1961,Zidovudine,Moderate
DDInter1961,Zidovudine,DDInter342,Certolizumab pegol,Major
DDInter350,Chlorambucil,DDInter1961,Zidovudine,Moderate
DDInter351,Chloramphenicol,DDInter1961,Zidovudine,Moderate
DDInter352,Chloramphenicol (ophthalmic),DDInter1961,Zidovudine,Moderate
DDInter355,Chlordiazepoxide,DDInter1961,Zidovudine,Minor
DDInter1961,Zidovudine,DDInter359,Chloroquine,Moderate
DDInter378,Cidofovir,DDInter1961,Zidovudine,Moderate
DDInter1961,Zidovudine,DDInter380,Cimetidine,Minor
DDInter1961,Zidovudine,DDInter387,Cisplatin,Moderate
DDInter392,Cladribine,DDInter1961,Zidovudine,Major
DDInter1961,Zidovudine,DDInter393,Clarithromycin,Minor
DDInter401,Clobazam,DDInter1961,Zidovudine,Minor
DDInter1961,Zidovudine,DDInter408,Clofibrate,Moderate
DDInter1961,Zidovudine,DDInter411,Clonazepam,Minor
DDInter1961,Zidovudine,DDInter414,Clorazepic acid,Minor
DDInter419,Clozapine,DDInter1961,Zidovudine,Major
DDInter1961,Zidovudine,DDInter425,Cobimetinib,Moderate
DDInter1961,Zidovudine,DDInter441,Copanlisib,Moderate
DDInter1961,Zidovudine,DDInter460,Cytarabine,Moderate
DDInter1961,Zidovudine,DDInter463,Dacarbazine,Moderate
DDInter1961,Zidovudine,DDInter466,Dactinomycin,Moderate
DDInter475,Dapsone,DDInter1961,Zidovudine,Moderate
DDInter1961,Zidovudine,DDInter478,Daratumumab,Moderate
DDInter1961,Zidovudine,DDInter484,Dasatinib,Moderate
DDInter1961,Zidovudine,DDInter485,Daunorubicin,Moderate
DDInter1961,Zidovudine,DDInter486,Daunorubicin (liposomal),Moderate
DDInter1961,Zidovudine,DDInter487,Decitabine,Moderate
DDInter1961,Zidovudine,DDInter489,Deferiprone,Major
DDInter499,Denileukin diftitox,DDInter1961,Zidovudine,Moderate
DDInter1961,Zidovudine,DDInter500,Denosumab,Moderate
DDInter1961,Zidovudine,DDInter513,Dexamethasone,Moderate
DDInter1961,Zidovudine,DDInter534,Diazepam,Minor
DDInter1961,Zidovudine,DDInter537,Diclofenac,Moderate
DDInter1961,Zidovudine,DDInter544,Didanosine,Minor
DDInter1961,Zidovudine,DDInter551,Diflunisal,Moderate
DDInter1961,Zidovudine,DDInter564,Dimethyl fumarate,Moderate
DDInter1961,Zidovudine,DDInter568,Dinutuximab,Moderate
DDInter1961,Zidovudine,DDInter574,Diroximel fumarate,Moderate
DDInter1913,Valproic acid,DDInter1961,Zidovudine,Moderate
DDInter1961,Zidovudine,DDInter578,Docetaxel,Moderate
DDInter1961,Zidovudine,DDInter596,Doxorubicin,Moderate
DDInter1961,Zidovudine,DDInter597,Doxorubicin (liposomal),Moderate
DDInter1961,Zidovudine,DDInter612,Duvelisib,Moderate
DDInter623,Efalizumab,DDInter1961,Zidovudine,Moderate
DDInter1961,Zidovudine,DDInter630,Elotuzumab,Moderate
DDInter1961,Zidovudine,DDInter642,Enfortumab vedotin,Moderate
DDInter1961,Zidovudine,DDInter666,Eribulin,Moderate
DDInter1961,Zidovudine,DDInter677,Estazolam,Minor
DDInter687,Etanercept,DDInter1961,Zidovudine,Major
DDInter1961,Zidovudine,DDInter692,Ethinylestradiol,Minor
DDInter1961,Zidovudine,DDInter696,Ethotoin,Minor
DDInter1961,Zidovudine,DDInter699,Etodolac,Moderate
DDInter1961,Zidovudine,DDInter702,Etoposide,Moderate
DDInter1961,Zidovudine,DDInter704,Everolimus,Moderate
DDInter1961,Zidovudine,DDInter1847,Trastuzumab deruxtecan,Moderate
DDInter1961,Zidovudine,DDInter718,Fenofibrate,Moderate
DDInter1961,Zidovudine,DDInter719,Fenofibric acid,Moderate
DDInter1961,Zidovudine,DDInter721,Fenoprofen,Moderate
DDInter1961,Zidovudine,DDInter737,Fingolimod,Major
DDInter742,Floxuridine,DDInter1961,Zidovudine,Moderate
DDInter743,Fluconazole,DDInter1961,Zidovudine,Moderate
DDInter1961,Zidovudine,DDInter744,Flucytosine,Moderate
DDInter1961,Zidovudine,DDInter745,Fludarabine,Moderate
DDInter1961,Zidovudine,DDInter747,Fludrocortisone,Moderate
DDInter1961,Zidovudine,DDInter757,Fluorouracil,Moderate
DDInter1961,Zidovudine,DDInter762,Flurazepam,Minor
DDInter1961,Zidovudine,DDInter763,Flurbiprofen,Moderate
DDInter1961,Zidovudine,DDInter769,Fluvastatin,Moderate
DDInter1961,Zidovudine,DDInter779,Foscarnet,Moderate
DDInter1961,Zidovudine,DDInter783,Fosphenytoin,Minor
DDInter1961,Zidovudine,DDInter806,Ganciclovir,Major
DDInter811,Gemcitabine,DDInter1961,Zidovudine,Moderate
DDInter1961,Zidovudine,DDInter812,Gemfibrozil,Moderate
DDInter814,Gemtuzumab ozogamicin,DDInter1961,Zidovudine,Moderate
DDInter1961,Zidovudine,DDInter821,Givosiran,Moderate
DDInter1961,Zidovudine,DDInter837,Golimumab,Major
DDInter1961,Zidovudine,DDInter850,Halazepam,Minor
DDInter1961,Zidovudine,DDInter885,Hydrocortisone,Moderate
DDInter1961,Zidovudine,DDInter893,Hydroxychloroquine,Moderate
DDInter1961,Zidovudine,DDInter894,Hydroxyurea,Moderate
DDInter898,Ibritumomab tiuxetan,DDInter1961,Zidovudine,Moderate
DDInter1961,Zidovudine,DDInter899,Ibrutinib,Moderate
DDInter1961,Zidovudine,DDInter900,Ibuprofen,Moderate
DDInter1961,Zidovudine,DDInter904,Idarubicin,Moderate
DDInter1961,Zidovudine,DDInter905,Idelalisib,Moderate
DDInter1961,Zidovudine,DDInter906,Ifosfamide,Moderate
DDInter917,Indinavir,DDInter1961,Zidovudine,Minor
DDInter921,Indomethacin,DDInter1961,Zidovudine,Moderate
DDInter923,Infliximab,DDInter1961,Zidovudine,Major
DDInter1961,Zidovudine,DDInter927,Inotuzumab ozogamicin,Moderate
DDInter942,"Interferon alfa-2a, Recombinant",DDInter1961,Zidovudine,Major
DDInter943,Interferon alfa-2b,DDInter1961,Zidovudine,Major
DDInter944,Interferon alfa-n1,DDInter1961,Zidovudine,Major
DDInter945,Interferon alfa-n3,DDInter1961,Zidovudine,Major
DDInter946,Interferon alfacon-1,DDInter1961,Zidovudine,Major
DDInter947,Interferon beta-1a,DDInter1961,Zidovudine,Major
DDInter948,Interferon beta-1b,DDInter1961,Zidovudine,Major
DDInter949,Interferon gamma-1b,DDInter1961,Zidovudine,Major
DDInter1961,Zidovudine,DDInter952,Iobenguane (I-131),Moderate
DDInter1839,Tositumomab (I-131),DDInter1961,Zidovudine,Moderate
DDInter1961,Zidovudine,DDInter973,Irinotecan,Moderate
DDInter1961,Zidovudine,DDInter974,Irinotecan (liposomal),Moderate
DDInter1961,Zidovudine,DDInter979,Isatuximab,Moderate
DDInter1961,Zidovudine,DDInter1001,Ixabepilone,Moderate
DDInter1961,Zidovudine,DDInter1002,Ixazomib,Moderate
DDInter1961,Zidovudine,DDInter1009,Ketoprofen,Moderate
DDInter1010,Ketorolac,DDInter1961,Zidovudine,Moderate
DDInter1961,Zidovudine,DDInter1033,Leflunomide,Major
DDInter1035,Lenalidomide,DDInter1961,Zidovudine,Moderate
DDInter1961,Zidovudine,DDInter1044,Levamisole,Moderate
DDInter1961,Zidovudine,DDInter1073,Linezolid,Moderate
DDInter1961,Zidovudine,DDInter1081,Lithium carbonate,Minor
DDInter1961,Zidovudine,DDInter1086,Lomustine,Moderate
DDInter1092,Lorazepam,DDInter1961,Zidovudine,Minor
DDInter1961,Zidovudine,DDInter1094,Lorlatinib,Moderate
DDInter1098,Lovastatin,DDInter1961,Zidovudine,Moderate
DDInter1961,Zidovudine,DDInter1105,Lurbinectedin,Moderate
DDInter1961,Zidovudine,DDInter1108,Lutetium Lu 177 dotatate,Moderate
DDInter1961,Zidovudine,DDInter1133,Mechlorethamine,Moderate
DDInter1961,Zidovudine,DDInter1139,Mefenamic acid,Moderate
DDInter1961,Zidovudine,DDInter1143,Meloxicam,Moderate
DDInter1961,Zidovudine,DDInter1144,Melphalan,Moderate
DDInter1961,Zidovudine,DDInter1152,Mephenytoin,Minor
DDInter1961,Zidovudine,DDInter1156,Mercaptopurine,Moderate
DDInter1166,Methadone,DDInter1961,Zidovudine,Moderate
DDInter1961,Zidovudine,DDInter1174,Methotrexate,Moderate
DDInter1961,Zidovudine,DDInter1191,Methylprednisolone,Moderate
DDInter1961,Zidovudine,DDInter1212,Midazolam,Minor
DDInter1961,Zidovudine,DDInter1228,Mipomersen,Major
DDInter1232,Mitomycin,DDInter1961,Zidovudine,Moderate
DDInter1961,Zidovudine,DDInter1234,Mitoxantrone,Moderate
DDInter1961,Zidovudine,DDInter1238,Mogamulizumab,Moderate
DDInter1961,Zidovudine,DDInter1240,Monomethyl fumarate,Moderate
DDInter1254,Nabumetone,DDInter1961,Zidovudine,Moderate
DDInter1961,Zidovudine,DDInter1263,Naltrexone,Moderate
DDInter1961,Zidovudine,DDInter1266,Naproxen,Moderate
DDInter1268,Natalizumab,DDInter1961,Zidovudine,Major
DDInter1961,Zidovudine,DDInter1270,Naxitamab,Moderate
DDInter1961,Zidovudine,DDInter1275,Nelarabine,Moderate
DDInter1961,Zidovudine,DDInter1286,Niacin,Moderate
DDInter1961,Zidovudine,DDInter1293,Nilotinib,Moderate
DDInter1961,Zidovudine,DDInter1297,Niraparib,Moderate
DDInter1961,Zidovudine,DDInter1320,Obinutuzumab,Moderate
DDInter1961,Zidovudine,DDInter1321,Ocrelizumab,Moderate
DDInter1961,Zidovudine,DDInter1324,Ofatumumab,Moderate
DDInter1961,Zidovudine,DDInter1327,Olaparib,Moderate
DDInter1961,Zidovudine,DDInter1335,Omacetaxine mepesuccinate,Moderate
DDInter1961,Zidovudine,DDInter1352,Osimertinib,Moderate
DDInter1961,Zidovudine,DDInter1355,Oxaliplatin,Moderate
DDInter1961,Zidovudine,DDInter1359,Oxazepam,Minor
DDInter1961,Zidovudine,DDInter1376,Ozanimod,Major
DDInter1961,Zidovudine,DDInter1377,Paclitaxel,Moderate
DDInter1961,Zidovudine,DDInter1378,Paclitaxel (protein-bound),Moderate
DDInter1961,Zidovudine,DDInter1400,Pazopanib,Moderate
DDInter1404,Pegaspargase,DDInter1961,Zidovudine,Moderate
DDInter1407,Peginterferon alfa-2a,DDInter1961,Zidovudine,Moderate
DDInter1408,Peginterferon alfa-2b,DDInter1961,Zidovudine,Major
DDInter1961,Zidovudine,DDInter1409,Peginterferon beta-1a,Major
DDInter1961,Zidovudine,DDInter1414,Pemetrexed,Moderate
DDInter1961,Zidovudine,DDInter1419,Penicillamine,Moderate
DDInter1961,Zidovudine,DDInter1420,Pentamidine,Moderate
DDInter1961,Zidovudine,DDInter1425,Pentostatin,Moderate
DDInter1961,Zidovudine,DDInter1435,Pexidartinib,Major
DDInter1961,Zidovudine,DDInter1451,Phenylbutazone,Moderate
DDInter1460,Phenytoin,DDInter1961,Zidovudine,Minor
DDInter1961,Zidovudine,DDInter1478,Piroxicam,Moderate
DDInter1961,Zidovudine,DDInter1479,Pitavastatin,Moderate
DDInter1961,Zidovudine,DDInter1482,Plazomicin,Moderate
DDInter1961,Zidovudine,DDInter1484,Plicamycin,Moderate
DDInter1961,Zidovudine,DDInter1485,Polatuzumab vedotin,Moderate
DDInter1961,Zidovudine,DDInter1491,Pomalidomide,Moderate
DDInter1961,Zidovudine,DDInter1492,Ponatinib,Moderate
DDInter1961,Zidovudine,DDInter1502,Pralatrexate,Moderate
DDInter1509,Pravastatin,DDInter1961,Zidovudine,Moderate
DDInter1961,Zidovudine,DDInter1513,Prednisolone,Moderate
DDInter1961,Zidovudine,DDInter1515,Prednisone,Moderate
DDInter1961,Zidovudine,DDInter1522,Probenecid,Moderate
DDInter1961,Zidovudine,DDInter1526,Procarbazine,Moderate
DDInter1550,Pyrimethamine,DDInter1961,Zidovudine,Moderate
DDInter1961,Zidovudine,DDInter1552,Quazepam,Minor
DDInter1961,Zidovudine,DDInter1561,Radium Ra 223 dichloride,Moderate
